Virus name,Pango lineage,Collection date,D614G,N501Y,A570D,P681H,T716I,S982A,D1118H,del69/70,del144
hCoV-19/USA/IL-CDC-ASC210133409/2021,AY.3.1,2021-09-04,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210133410/2021,AY.26,2021-09-04,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210133130/2021,AY.25,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210133158/2021,AY.26,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210134438/2021,B.1.617.2,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210134447/2021,B.1.617.2,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210134450/2021,B.1.617.2,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210134455/2021,AY.3,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210134458/2021,B.1.617.2,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210134462/2021,AY.39,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210134941/2021,AY.11,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210135494/2021,B.1.617.2,2021-09-08,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210135496/2021,AY.3,2021-09-08,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210134730/2021,AY.25,2021-09-08,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210134732/2021,B.1.617.2,2021-09-08,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210134735/2021,B.1.617.2,2021-09-08,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210134737/2021,B.1.617.2,2021-09-08,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210134851/2021,AY.25,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210134853/2021,AY.3,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210134868/2021,B.1.617.2,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210135557/2021,AY.39,2021-09-08,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210135560/2021,B.1.617.2,2021-09-08,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210135564/2021,AY.38,2021-09-08,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210102689/2021,AY.25,2021-09-02,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210102691/2021,AY.25,2021-09-02,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210102365/2021,B.1.617.2,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210101180/2021,B.1.617.2,2021-09-02,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210130718/2021,B.1.617.2,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210130719/2021,AY.26,2021-09-04,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210130721/2021,B.1.617.2,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210181874/2021,B.1.617.2,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210181880/2021,AY.25,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210181884/2021,AY.3,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210182115/2021,AY.20,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210181361/2021,B.1.617.2,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210181366/2021,B.1.617.2,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210181376/2021,AY.3,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210181583/2021,B.1.617.2,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210142498/2021,B.1.617.2,2021-09-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210142518/2021,B.1.617.2,2021-09-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210142540/2021,AY.39,2021-09-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210142541/2021,B.1.617.2,2021-09-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210142542/2021,AY.39,2021-09-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210142544/2021,AY.26,2021-09-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210142958/2021,AY.25,2021-09-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210143392/2021,AY.26,2021-09-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210143393/2021,B.1.617.2,2021-09-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210143394/2021,AY.26,2021-09-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210143792/2021,B.1.617.2,2021-09-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210143793/2021,AY.25,2021-09-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210142938/2021,AY.39,2021-09-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210143125/2021,AY.34,2021-09-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210143161/2021,B.1.617.2,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210143165/2021,B.1.617.2,2021-09-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210143166/2021,B.1.617.2,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210143011/2021,AY.25,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210143012/2021,B.1.617.2,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210143015/2021,AY.39,2021-09-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210143016/2021,AY.39,2021-09-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210143017/2021,B.1.617.2,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210143018/2021,B.1.617.2,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210143019/2021,B.1.617.2,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0267777/2021,B.1.617.2,2021-09-08,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0267783/2021,AY.3,2021-09-08,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0267786/2021,B.1.617.2,2021-09-08,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0268414/2021,AY.39.1,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0268419/2021,AY.39.1,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0271383/2021,AY.3,2021-09-02,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0269199/2021,B.1.617.2,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0269200/2021,B.1.617.2,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0269821/2021,B.1.617.2,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0269820/2021,B.1.617.2,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0270190/2021,AY.25,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0269644/2021,B.1.617.2,2021-09-02,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0269645/2021,B.1.617.2,2021-09-02,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0269651/2021,AY.25,2021-09-02,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0269643/2021,AY.25,2021-09-02,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0269650/2021,B.1.617.2,2021-09-02,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0269648/2021,B.1.617.2,2021-09-02,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0269646/2021,AY.3,2021-09-02,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0269684/2021,B.1.617.2,2021-09-03,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0269755/2021,AY.13,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-2-4912482/2021,B.1.617.2,2021-09-03,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-2-4912383/2021,B.1.617.2,2021-09-03,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-2-4912489/2021,AY.3,2021-09-03,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-2-4912452/2021,B.1.617.2,2021-09-06,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-2-4912470/2021,B.1.617.2,2021-09-06,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-2-4912373/2021,B.1.617.2,2021-09-06,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-2-4912384/2021,AY.3,2021-09-06,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210132953/2021,AY.3.1,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210132983/2021,AY.3,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210132986/2021,AY.25,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210131941/2021,B.1.617.2,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210131944/2021,B.1.617.2,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210131979/2021,B.1.617.2,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210103268/2021,AY.25,2021-09-02,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210103961/2021,AY.34,2021-09-03,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210104422/2021,B.1.617.2,2021-09-03,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210104436/2021,AY.26,2021-09-03,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210104479/2021,AY.3,2021-09-03,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210181885/2021,AY.25,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210181886/2021,B.1.617.2,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210181935/2021,B.1.617.2,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210180807/2021,AY.25,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210181816/2021,B.1.617.2,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-ASU15736/2021,AY.3,2021-09-19,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-SHL-1851689/2021,B.1.617.2,2021-09-13,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-SHL-1851683/2021,AY.25,2021-09-13,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28697233/2021,AY.3,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28697209/2021,AY.3,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28697208/2021,B.1.617.2,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28697212/2021,B.1.617.2,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28697276/2021,B.1.617.2,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28697255/2021,B.1.617.2,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28697211/2021,AY.25,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28697213/2021,B.1.617.2,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28697239/2021,B.1.617.2,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28697272/2021,B.1.617.2,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28697238/2021,AY.25,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28697271/2021,B.1.617.2,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28697207/2021,AY.3,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-FG-128169/2021,AY.39,2021-09-14,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4566/2021,AY.3.1,2021-09-08,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4568/2021,AY.3,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4569/2021,B.1.617.2,2021-09-08,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4571/2021,AY.3,2021-09-13,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4572/2021,B.1.617.2,2021-09-13,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4573/2021,AY.26,2021-09-13,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4574/2021,B.1.617.2,2021-09-13,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4575/2021,B.1.617.2,2021-09-13,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4576/2021,AY.3,2021-09-13,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4578/2021,AY.25,2021-09-13,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4580/2021,B.1.617.2,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4581/2021,B.1.617.2,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4582/2021,B.1.617.2,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4583/2021,B.1.617.2,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4584/2021,B.1.617.2,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4586/2021,AY.3,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4607/2021,B.1.617.2,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4618/2021,B.1.617.2,2021-09-03,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4619/2021,B.1.617.2,2021-09-03,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4629/2021,B.1.617.2,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4630/2021,AY.25,2021-09-02,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4631/2021,B.1.617.2,2021-09-02,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4633/2021,B.1.617.2,2021-09-02,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4635/2021,AY.39,2021-09-04,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4638/2021,B.1.617.2,2021-09-03,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4639/2021,B.1.617.2,2021-09-03,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4640/2021,B.1.617.2,2021-09-04,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4642/2021,B.1.617.2,2021-09-04,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4645/2021,B.1.617.2,2021-09-14,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4646/2021,B.1.617.2,2021-09-14,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4647/2021,B.1.617.2,2021-09-14,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4585/2021,AY.25,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4649/2021,B.1.617.2,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4651/2021,B.1.617.2,2021-09-08,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4731/2021,B.1.617.2,2021-09-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4654/2021,AY.3,2021-09-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4655/2021,B.1.617.2,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4656/2021,AY.3,2021-09-06,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4659/2021,AY.25,2021-09-13,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4660/2021,B.1.617.2,2021-09-13,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4661/2021,B.1.617.2,2021-09-14,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4662/2021,AY.25,2021-09-04,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4663/2021,AY.39,2021-09-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4664/2021,B.1.617.2,2021-09-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4665/2021,AY.3.1,2021-09-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4666/2021,B.1.617.2,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4667/2021,B.1.617.2,2021-09-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4668/2021,AY.25,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4669/2021,B.1.617.2,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4670/2021,AY.25,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4671/2021,AY.25,2021-09-02,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4672/2021,AY.25,2021-09-02,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4673/2021,B.1.617.2,2021-09-04,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4675/2021,B.1.617.2,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4676/2021,AY.25,2021-09-03,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4677/2021,AY.3,2021-09-06,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4678/2021,AY.25,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4679/2021,B.1.617.2,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4680/2021,AY.3,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4681/2021,B.1.617.2,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4682/2021,AY.25,2021-09-06,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4683/2021,AY.25,2021-09-14,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4684/2021,AY.3,2021-09-13,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4685/2021,AY.39,2021-09-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4686/2021,AY.39,2021-09-14,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4687/2021,B.1.617.2,2021-09-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4688/2021,AY.3,2021-09-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4689/2021,B.1.617.2,2021-09-14,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4691/2021,B.1.617.2,2021-09-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4692/2021,AY.3,2021-09-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4693/2021,AY.39,2021-09-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4695/2021,B.1.617.2,2021-09-14,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4697/2021,B.1.617.2,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4707/2021,AY.39,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4708/2021,B.1.617.2,2021-09-06,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4709/2021,B.1.617.2,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4710/2021,B.1.617.2,2021-09-06,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4713/2021,B.1.617.2,2021-09-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4714/2021,B.1.617.2,2021-09-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4715/2021,B.1.617.2,2021-09-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4716/2021,B.1.617.2,2021-09-08,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4717/2021,B.1.617.2,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4718/2021,B.1.617.2,2021-09-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4719/2021,B.1.617.2,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4720/2021,B.1.617.2,2021-09-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4722/2021,B.1.617.2,2021-09-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4723/2021,AY.3,2021-09-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4724/2021,B.1.617.2,2021-09-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4725/2021,B.1.617.2,2021-09-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4726/2021,B.1.617.2,2021-09-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4728/2021,B.1.617.2,2021-09-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4733/2021,B.1.617.2,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4734/2021,B.1.617.2,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4735/2021,B.1.617.2,2021-09-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4737/2021,B.1.617.2,2021-09-08,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4738/2021,AY.4,2021-09-14,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4739/2021,B.1.617.2,2021-09-13,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4741/2021,B.1.617.2,2021-09-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4743/2021,AY.25,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4745/2021,B.1.617.2,2021-09-13,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4746/2021,B.1.617.2,2021-09-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4747/2021,B.1.617.2,2021-09-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4748/2021,B.1.617.2,2021-09-04,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4749/2021,AY.3,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4750/2021,B.1.617.2,2021-09-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4752/2021,B.1.617.2,2021-09-13,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4753/2021,B.1.617.2,2021-09-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4754/2021,AY.25,2021-09-14,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4755/2021,B.1.617.2,2021-09-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS4756/2021,B.1.617.2,2021-09-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28549977/2021,AY.3,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28550012/2021,B.1.617.2,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28549980/2021,B.1.617.2,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28549983/2021,B.1.617.2,2021-09-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28575610/2021,B.1.617.2,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28575613/2021,AY.3,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28575532/2021,AY.24,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX28575545/2021,AY.25,2021-09-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0279533/2021,B.1.617.2,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0278851/2021,B.1.617.2,2021-09-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0279043/2021,B.1.617.2,2021-09-01,True,False,False,False,False,False,False,False,False
